track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
Down Home Blues,Z.Z. Hill,37,3sWLOiyB61FDd5PIGxHGe6,Down Home,1981-11-18,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.779,0.428,0,-14.431,1,0.0494,0.0528,0.00582,0.0733,0.736,123.697,315093.0,1
Cotton Candy,Ronnie Bell,37,2VDZBjyEDX3U21jx04FNz1,Cotton Candy,2013-04-19,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.529,0.563,9,-9.519,1,0.186,0.0319,0.000307,0.0229,0.739,205.958,224941.0,2
If I Back It Up,Nellie Tiger Travis,35,4mX1pzBgZbJjbnRNdjl119,Wanna Be With You,2005-01-01,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.655,0.459,1,-6.168,1,0.277,0.142,0.0,0.1,0.897,203.364,228987.0,1
Ghetto Man,Marvin Sease,34,0jUQTsRhdnT2qb1SmIioig,Marvin Sease,1987-01-01,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.5,0.438,10,-11.644,1,0.0638,0.482,0.0,0.0996,0.551,177.442,384107.0,2
Sugar Shack (Line Dance Remix) (feat. Mz Jackson),Bigg Robb,34,2DcDTDwKYT9kWJtYY3b1GY,Juke Joint Music,2012-04-02,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.967,0.666,7,-4.065,1,0.161,0.177,0.000748,0.0512,0.897,116.013,290240.0,1
I Got This Record,Jwonn,0,0rkC35jwTaukwqX407G7K8,I Got This Record,2014-04-01,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.707,0.559,10,-4.266,1,0.0496,0.376,0.0,0.108,0.283,77.989,238576.0,2
Running Out Of Lies,Johnnie Taylor,36,1ZnW5IktHFkYeQJmGnB90Z,Super Hits,1976,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.612,0.462,1,-9.519,0,0.0436,0.7,2.01e-05,0.643,0.695,79.607,292000.0,0
Good Loving Will Make You Cry (Remastered),Carl Marshall,32,1qeBsxUkkva3YkFTY4Wg1p,"Songs People Love the Most, Vol. 1: Deluxe Edition",2010-04-06,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.7,0.71,5,-4.351,1,0.0394,0.304,0.0,0.105,0.452,80.515,352280.0,1
Taxi,J. Blackfoot,32,2AFv7hBQ6f1Ky1UISsbMyR,City Slicker,2002,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.416,0.468,9,-11.786,0,0.0469,0.093,0.0,0.354,0.27,67.713,302867.0,2
Book of Love,Tucka: King Of Swing,34,4C44nqR2ndlVcxMEaFrg3d,Love Rehab 2,2012-08-14,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.808,0.562,1,-6.933,1,0.0405,0.29,2.55e-05,0.0591,0.914,101.984,336119.0,1
For Better or Worse,Sir Charles Jones,36,7rEU6ow2WhvGWQr7HyTzKE,The Best of Sir Charles Jones - For Your Love,2008-01-10,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.83,0.493,10,-7.904,1,0.0852,0.456,0.0,0.285,0.714,116.009,313827.0,1
"Boom, Boom, Boom",Willie Clayton,36,2uXJvoIRqtbrKML0gutkBe,Gifted,2006-10-03,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.631,0.634,6,-6.089,0,0.0417,0.234,0.0,0.0788,0.608,147.971,240747.0,0
Candy Land Remix,Tucka,28,1qd4Ecw1XQtbveEsLjSe2a,"""Forever King""",2011-04-21,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.861,0.666,0,-8.131,0,0.0346,0.149,0.0,0.166,0.867,110.975,268920.0,0
Tonight Is the Night (Pts. 1&2),Betty Wright,41,5hWEUNz3lwNFyfhG82gqXC,The Essentials: Betty Wright,2002-07-02,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.776,0.768,2,-5.019,1,0.0502,0.267,2.4e-06,0.983,0.838,101.591,499400.0,1
I'm Mr. Jody,Marvin Sease,34,0vNAAj8bQ3tbG1e2SneeGv,Candy Licker: The Sex & Soul Of Marvin Sease,1994,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.74,0.707,4,-7.972,0,0.106,0.0285,0.000123,0.0466,0.603,119.217,430107.0,0
Older Woman (feat. Dellanor & Akilah),Pokey,0,66JLE1UZGAF8BkNOs6EFVR,Josephine Son Pokey,2013-07-04,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.655,0.463,0,-7.881,1,0.0432,0.452,0.0,0.106,0.644,78.55,305732.0,1
Cheating and Lying,T.K. Soul,26,0mAdwNQaVfh4Im891t17EK,The Hit Maker: 10 Years of Tk Soul,2012-10-23,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.814,0.541,11,-7.0,1,0.0779,0.107,0.0,0.0428,0.975,93.383,256968.0,1
Sending You A Kiss,Johnnie Taylor,37,7tb1wrlQdEdfvIYAdUbJLL,Good Love!,1997-02-25,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.802,0.815,9,-6.174,1,0.0474,0.262,0.0,0.229,0.888,138.491,267307.0,1
Soul Music,Vick Allen,35,3s2ZbPZJFLACSpT2836dzQ,Soul Music,2012-10-21,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.657,0.675,2,-5.536,1,0.0283,0.0888,6.15e-06,0.444,0.883,88.021,251000.0,1
Members Only,"Bobby ""Blue"" Bland",38,4CGCexAeWL0eNCFwNINQLv,Members Only,1985-10-14,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.67,0.479,8,-10.666,1,0.0418,0.567,1.97e-05,0.103,0.557,136.565,249267.0,2
Got No Curfew,Mel Waiters,29,3cuyQaUEkySQzU9uu0OBJx,Got No Curfew,2012-02-01,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.8,0.895,0,-3.56,1,0.0638,0.161,0.0,0.293,0.92,99.012,232961.0,1
I'm Looking for a Lady,T.K. Soul,36,4z1WomT5ZRVvGfe969bbFr,Life After Love,2014-02-04,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.682,0.616,2,-6.218,0,0.0494,0.0788,0.0,0.123,0.468,142.969,255008.0,0
Sweet Shop,Tucka: King Of Swing,32,4C44nqR2ndlVcxMEaFrg3d,Love Rehab 2,2012-08-14,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.758,0.56,1,-7.924,1,0.0335,0.352,0.00136,0.0719,0.973,105.992,334865.0,1
Everything's Out In the Open,Johnnie Taylor,34,7DOgbrUVILzskkQmqNpuZE,In Control,1988-06-12,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.535,0.361,9,-16.82,0,0.0542,0.441,1.25e-05,0.317,0.442,75.795,233667.0,0
"No Pain, (No Gain)",Betty Wright,45,71IwMI1hVyRQEIATOqyKK0,Mother Wit,1988-01-01,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.752,0.448,10,-13.427,1,0.0764,0.0573,0.0,0.0978,0.58,145.968,312840.0,1
Touch Your Spot,Tucka,32,0nHxmzvUAIIRhv6wvHhbBr,Groove City,2014-03-27,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.783,0.67,11,-5.902,1,0.0306,0.0167,0.000826,0.0842,0.965,105.997,293059.0,1
Hell at the house,Omar Cunningham,33,79cby8r6AJBDqKzE3Tdzxf,Hell At The House,2003,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.779,0.616,6,-6.97,0,0.0911,0.0615,2.44e-06,0.317,0.78,80.008,277747.0,0
Wiggle,Willie Clayton,28,0zKOU5MWN1385e54HYUKbG,The Little Giant of Soul,2006-01-10,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.819,0.611,0,-6.287,1,0.114,0.3,0.000199,0.108,0.894,173.926,287093.0,1
"Scat Cat, Here Kitty, Kitty",Billy Soul Bonds,32,5PUHb25jUnNtC4MKnx9T2g,"Here Kitty, Kitty!",2006-06-13,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.749,0.548,9,-6.865,1,0.0452,0.135,0.0,0.0918,0.651,135.983,288320.0,1
Man Enough,Karen Wolfe,34,01VAFTPd3DVFVLzrXVrO1R,A Woman Needs A Strong Man,2009-05-03,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.812,0.476,10,-10.11,1,0.0381,0.334,0.0,0.12,0.85,99.861,252467.0,1
They Call Me Pokey,Pokey,0,7fqYuhdUcEKxrfavQrQn23,They Call Me Pokey,2013-04-27,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.578,0.534,8,-4.901,1,0.0348,0.0357,0.0,0.323,0.521,82.696,240000.0,2
Still My Love,Wilson Meadows,31,744a72Vaqri6Qt75W00xp5,Tighten Up,2014-09-14,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.502,0.401,0,-11.677,1,0.107,0.0498,0.0,0.0932,0.81,100.241,257987.0,1
The Beauty Shop,Omar Cunningham,32,1O72Hiw6PRJiP6u0tQmkTH,Time Served,2008-01-01,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.581,0.494,1,-10.121,0,0.223,0.113,0.0,0.302,0.614,155.091,288667.0,0
Bill,Peggy Scott-Adams,31,0rY5Cccz4fDPVCxvm71Tfr,Best of Peggy Scott-Adams,2008-02-25,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.559,0.435,2,-9.524,1,0.0986,0.206,0.0,0.0661,0.587,165.055,315493.0,2
Just One Lifetime,J. Blackfoot,34,7goTsPTG3ObAoZCHgcF5OB,Loveaholic,1997-10-10,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.78,0.473,4,-7.265,0,0.0291,0.575,0.0,0.0498,0.598,82.21,325560.0,0
I Believe In You (You Believe In Me),Johnnie Taylor,38,3x5GGfpGdo20wuA3FpmZLC,Taylored In Silk (Remastered),1973,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.645,0.453,5,-10.087,0,0.0453,0.758,0.00183,0.0798,0.521,96.449,306933.0,0
Caught Up in Doing Wrong,T.K. Soul,32,4z1WomT5ZRVvGfe969bbFr,Life After Love,2014-02-04,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.711,0.419,0,-6.353,1,0.145,0.294,0.00013,0.0622,0.592,188.597,252370.0,1
Chick On the Side Remix,The Louisiana Blues Brothas,0,1NkdivR3sStJWNEUaqQFEW,Love On the Bayou,2014-07-02,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.677,0.533,11,-10.841,1,0.0668,0.0138,0.0,0.128,0.388,80.027,275723.0,2
Can I Change My Mind,Tyrone Davis,38,3WcptYwEwFcxhnhci37i3L,Can I Change My Mind,1969,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.545,0.669,1,-6.239,0,0.0456,0.314,0.0,0.0553,0.886,102.041,177733.0,0
Teddy Bear,Keith Frank,29,73EjYgRybjnUiGZwaKpfpv,"Live At Slim's Y Ki Ki, Vol. II",2014-07-05,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.943,0.455,9,-7.543,0,0.296,0.152,0.0135,0.0595,0.838,107.94,190840.0,0
Slow Rock,Tucka,32,2VU9xYC9n7UROhW8pjPnQt,Long Live the King,2016-07-21,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.768,0.74,2,-6.702,1,0.035,0.0798,0.00914,0.11,0.962,97.005,274200.0,1
Somebody Is Gonna Lose A Good Woman,Jeff Floyd,30,63YiJ6IIvvEhxJ8uydvYFE,The Power Is Still On,2002,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.759,0.425,7,-9.338,1,0.0412,0.441,0.0113,0.152,0.694,149.948,301840.0,1
Before I Let Go - Edit/Remastered,Maze,46,3qQtlOHTQpAaHZoEkPS7pe,Greatest Hits: 35 Years Of Soul,2011-01-01,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.776,0.57,6,-5.392,0,0.0335,0.222,2.23e-06,0.111,0.964,103.028,234707.0,0
It Aint Cheating Til You Get Caught,T.K. Soul,27,0mAdwNQaVfh4Im891t17EK,The Hit Maker: 10 Years of Tk Soul,2012-10-23,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.688,0.441,11,-5.344,0,0.0691,0.381,0.0,0.0506,0.467,170.125,320706.0,0
P's & Q's,Reggie P,0,7pyAaAO9DNrsSSAYNIobRW,Reggie P,2010-07-20,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.797,0.252,0,-16.769,1,0.0649,0.238,0.0,0.15,0.714,160.076,369373.0,1
Forever Swing (feat. Doug E Fresh),Tucka: King Of Swing,30,4C44nqR2ndlVcxMEaFrg3d,Love Rehab 2,2012-08-14,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.834,0.583,0,-6.895,1,0.0342,0.109,5.88e-06,0.0622,0.897,105.002,327995.0,1
Drinking Again,Avail Hollywood,32,2RIoVyhV2QirL4FCsvZyQK,Drinking Again,2011-03-01,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.766,0.555,6,-5.62,0,0.0425,0.00542,0.0,0.338,0.714,104.963,237083.0,0
Mr. Right or Mr. Wrong,Peggy Scott-Adams,30,0rY5Cccz4fDPVCxvm71Tfr,Best of Peggy Scott-Adams,2008-02-25,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.699,0.639,4,-6.113,1,0.172,0.502,0.0,0.0786,0.905,179.903,237760.0,1
She Made a Freak Out of Me,"Lee ""Shot"" Williams",23,4mO1dngTab1cGpH7svacgP,She Made a Freak Out of Me,2000,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.857,0.523,5,-9.651,0,0.0782,0.0169,4.65e-05,0.0541,0.808,111.018,328320.0,0
Woman To Woman,Shirley Brown,48,7Ib8kokMjls2C5CsKhAy1I,Woman to Woman [Stax Remasters],1974,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.595,0.309,8,-10.422,1,0.0593,0.661,0.000149,0.458,0.469,124.918,238000.0,2
My Sidepiece Reply,Various Artists,0,4K11kRwmFjZr9j4LJ1LoJG,My Side Piece: Original Motion Picture Soundtrack,2016-03-04,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.699,0.67,5,-9.465,0,0.0561,0.135,0.0,0.138,0.76,95.984,247800.0,0
The Repair Man,Tucka,30,2VU9xYC9n7UROhW8pjPnQt,Long Live the King,2016-07-21,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.931,0.39,8,-6.134,1,0.0594,0.159,0.0,0.0812,0.806,96.006,300440.0,1
Family Reunion Song (feat. Shirley Murdock),Bigg Robb,26,2CKqC9XBPc4lm0N1u2uiPZ,Jerri Curl Muzic=(The Latest),2009-04-20,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.912,0.573,0,-6.898,1,0.0398,0.0381,1.23e-05,0.0475,0.872,96.995,322347.0,1
Down in da Club,Jackie Neal,21,2EFNounrdGA9BOUBR6TJNe,Down in da Club,2007-07-05,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.853,0.532,10,-5.119,0,0.0603,0.0154,8.2e-06,0.227,0.876,102.933,239653.0,0
Chech to Check,Omar Cunningham,32,79cby8r6AJBDqKzE3Tdzxf,Hell At The House,2003,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.794,0.691,5,-4.886,0,0.102,0.0223,0.00018,0.127,0.845,93.998,247347.0,0
Impala,LaMorris Williams,30,0dy30EJmALzxeBq1GgI1Gq,Sexy Soul Songs,2011-02-08,92,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.754,0.603,5,-6.973,1,0.0707,0.21,0.0,0.0769,0.549,134.047,277293.0,1
DNA.,Kendrick Lamar,79,4eLPsYPBmXABThSJ821sqY,DAMN.,2017-04-14,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.638,0.523,1,-6.664,1,0.357,0.00454,0.0,0.0842,0.422,139.913,185947.0,1
Look At Me!,XXXTENTACION,79,3cyyJALrHc8LawnQNFYRWL,Look At Me!,2017-02-20,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,126346.0,1
Moves,Big Sean,2,40cDsJwMgOO5yFI7XQKm8U,I Decided.,2017-02-03,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.803,0.524,2,-6.245,1,0.277,0.0563,0.0,0.174,0.349,75.531,142907.0,1
First Things First,Stormzy,57,5fkFWJ9LZizXE4yPenNGuy,Gang Signs & Prayer,2017-02-24,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.726,0.808,10,-4.377,0,0.134,0.344,0.000163,0.0828,0.483,96.042,207739.0,0
XO TOUR Llif3,Lil Uzi Vert,11,4CZVGlURM8vncG4ftZULTS,XO TOUR Llif3,2017-03-24,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,182707.0,0
Mask Off,Future,46,4YtTX4GPvBvewbJvBfXCS2,FUTURE,2017-08-04,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600.0,1
Jump (feat. Gizzle),Lupe Fiasco,55,2utMSPHiSIHEg2vb9awgDi,DROGAS Light,2017-02-10,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.79,0.762,6,-5.704,0,0.243,0.0418,0.0,0.087,0.96,75.549,274910.0,0
Everybody,Logic,46,6UsD9qDdNZlGs5wTCg8fyy,Everybody,2017-03-31,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.885,0.936,1,-5.879,1,0.0894,0.148,0.0,0.0703,0.763,110.011,162373.0,1
The Let Out,Jidenna,44,5DBsERTpvdP0KfhG25aHif,The Let Out,2017-02-03,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.735,0.801,1,-4.738,0,0.195,0.154,0.0,0.0941,0.561,156.998,235663.0,0
Enough,Flume,0,3dbaMkITsRRtXN7YQFt9by,Skin Companion EP II,2017-02-17,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.312,0.796,11,-5.8,1,0.0945,0.0255,0.00111,0.185,0.28,106.221,191144.0,2
Hendrix,Wyclef Jean,49,3FBMW2xQO1i4wwRBD7hdds,J'ouvert (Deluxe Edition),2017-02-03,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.689,0.531,0,-7.333,0,0.239,0.0191,0.0,0.0889,0.366,139.873,207684.0,0
Dopamine Lit (Intro),Lupe Fiasco,43,2utMSPHiSIHEg2vb9awgDi,DROGAS Light,2017-02-10,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.913,0.646,0,-6.848,1,0.0985,0.0107,0.0,0.33,0.611,114.965,169186.0,1
Pull Up,Rich Homie Quan,20,14qgOpWL6dpjsR2wky9tmO,Rich Homie Gang - Hood Lifestyle,2014-12-09,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.797,0.575,8,-5.244,0,0.0555,0.0157,0.0,0.0479,0.21,127.962,236748.0,0
No Favors,Big Sean,61,0XAIjjN5qxViVS0Y5fYkar,I Decided.,2017-02-03,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.482,0.781,11,-5.334,1,0.412,0.629,2.87e-06,0.413,0.336,57.967,325840.0,2
Bare Tings,Blvck O,8,49JK3w2FxVn3CSfy8QpXsv,Bare Tings,2017-02-27,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.797,0.462,7,-10.91,1,0.362,0.262,0.0,0.112,0.0892,104.107,212308.0,1
Rent Money,Future,17,4YtTX4GPvBvewbJvBfXCS2,FUTURE,2017-08-04,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.694,0.493,1,-8.581,1,0.373,0.0331,2.04e-06,0.431,0.313,166.457,265366.0,2
Bounce Back,Big Sean,76,0XAIjjN5qxViVS0Y5fYkar,I Decided.,2017-02-03,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.78,0.574,1,-5.628,0,0.141,0.104,0.0,0.129,0.273,81.502,222360.0,0
ROCKABYE BABY (feat. ScHoolboy Q),Joey Bada$$,55,6swV0WUnPygRIMgEKn6Ige,ALL-AMERIKKKAN BADA$$,2017-04-07,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.553,0.877,7,-4.694,0,0.371,0.166,0.0,0.0481,0.557,166.242,223553.0,0
Brand New,Taylor Gang,47,3fxSNxWQPePZKbsxAfkLZi,"TGOD, Vol. 1",2016-12-16,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.96,0.624,2,-2.814,1,0.0838,0.206,0.0,0.132,0.478,109.986,229026.0,1
Treat Me Like Gotti,Brodinski,12,0kSoc58QK1UBCq6h8DuW9v,The Sour Patch Kid,2017-03-03,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.859,0.531,7,-7.533,1,0.315,0.142,0.0,0.115,0.352,130.085,206797.0,1
First Day Out,Tee Grizzley,48,36GrIe8TlIyy66QPVvd4mg,First Day Out,2017-01-06,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.587,0.712,1,-6.312,1,0.414,0.173,0.0,0.126,0.374,97.991,254694.0,1
Free Up,Derek Wise,26,6jxs3AwJzNsGjpFXqWGVOV,Free Up,2016-02-03,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.442,0.55,4,-7.453,0,0.0654,0.0877,4.7e-05,0.17,0.0944,134.646,245186.0,2
Bullet,Rich Gang,0,7aHqeKHrLuEmH9EvBPXMOI,The Tour Part 1,2016-11-08,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.766,0.45,8,-8.398,0,0.123,0.0319,0.0,0.174,0.135,112.908,242312.0,0
Yeah Yeah (feat. Young Thug),Travis Scott,0,5Xww5EnnoLjcsUWmSV35Yt,Yeah Yeah (feat. Young Thug),2017-02-10,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.849,0.52,1,-9.814,0,0.26,0.0273,0.0238,0.116,0.185,141.9,265314.0,0
"Slime Shit (feat. Yak Gotti, Duke & Peewee Roscoe)",Young Thug,50,2z4c8M8aVzl7CTobIp36KF,Slime Season 3,2016-03-25,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.896,0.423,8,-7.987,1,0.44,0.02,0.0,0.182,0.282,132.928,278040.0,1
Large Bag,Fly Ty,0,00VnJHmQiiNc9Oe4XPk1hU,Large Bag (feat. Offset & Jadakiss),2016-12-21,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.862,0.617,1,-6.534,1,0.297,0.0709,0.0,0.21,0.33,139.933,240065.0,1
Good Drank 2.0,2 Chainz,40,1M180UX1mt73TKPgRVnXuZ,Good Drank 2.0,2017-03-06,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.789,0.715,0,-3.477,1,0.178,0.367,0.0,0.0947,0.39,130.045,247385.0,1
Thank God I Got It,Desiigner,11,3BdDJ640yc8vlJWqOgXn7r,Thank God I Got It,2017-04-03,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.724,0.623,1,-5.169,0,0.286,0.204,0.0,0.131,0.448,130.054,348491.0,0
U-RITE,THEY.,0,675U8QLSJm5rVmpYaC2mSQ,U-RITE,2017-01-13,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.772,0.84,2,-4.48,1,0.103,0.0218,0.0,0.288,0.613,129.928,192459.0,1
Chief Don't Run,Jidenna,45,6mTxdHN68ChHeURs6cl0OC,The Chief,2017-02-17,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.709,0.549,9,-6.772,0,0.0606,0.301,1.36e-05,0.192,0.321,94.99,227320.0,0
Six Hundred Sixty Six,Klone Ambition,22,1ZPHrJURXyxPsajmfUASRw,Six Hundred Sixty Six,2016-10-30,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.819,0.66,4,-6.999,0,0.0887,0.00835,2.74e-06,0.168,0.172,105.006,96710.0,0
Running Man,Rexx Life Raj,33,3kTvEju67EYImoatcZLs6C,Running Man,2016-10-07,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.818,0.42,6,-10.504,0,0.397,0.27,0.0,0.101,0.476,124.845,246720.0,0
Go Round (feat. Lil Yachty),Rahmeen,0,24uHIqWrfZdI5NhQC3la6V,Go Round (feat. Lil Yachty),2017-01-30,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.676,0.546,4,-7.946,0,0.0366,0.234,2.94e-05,0.0995,0.665,139.977,180349.0,0
Good Drank,2 Chainz,0,1g6MBtyTxxSkT4YwhgnnIU,Good Drank,2017-01-20,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.813,0.763,11,-1.199,0,0.281,0.281,0.0,0.107,0.362,130.074,225253.0,0
The Conversation,Chynna,33,0vTAcW49D6ry1p5kKOWThe,The Conversation,2016-02-05,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.666,0.396,1,-14.316,1,0.381,0.175,0.000544,0.126,0.0773,116.041,198939.0,2
Disrespectful,GASHI,2,2KoqhWdsi9NZEuNrPCx8fr,Disrespectful,2017-03-01,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.71,0.547,1,-8.215,1,0.0691,0.022,6.04e-05,0.12,0.142,152.003,202752.0,2
Rolex,Ayo & Teo,3,5mgDBCCZhXUPAdiNdEjMwW,Rolex,2017-01-13,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.797,0.88,1,-2.534,1,0.04,0.0813,0.0,0.272,0.779,144.925,238379.0,1
Portland,Drake,74,1lXY618HWkwYKJWBRYR4MK,More Life,2017-03-18,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.925,0.443,1,-8.216,1,0.264,0.0172,0.0,0.276,0.35,136.078,236615.0,1
Gyalchester,Drake,70,1lXY618HWkwYKJWBRYR4MK,More Life,2017-03-18,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.877,0.391,1,-8.196,1,0.063,0.0317,0.000502,0.0945,0.122,131.018,189230.0,1
Can't Have Everything,Drake,60,1lXY618HWkwYKJWBRYR4MK,More Life,2017-03-18,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.856,0.572,1,-8.429,1,0.373,0.0136,1.55e-06,0.121,0.454,82.445,228438.0,1
NEVER,JID,0,3NVSZu8t4jlsYqf1piBFnU,NEVER,2016-12-16,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.587,0.659,1,-7.533,1,0.315,0.0296,1.32e-05,0.0691,0.246,103.449,241693.0,2
Dick in Da Dope,Divine Council,40,5KpQuDLGm8iN2yyyMg2u9k,Council World,2016-12-02,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.953,0.699,11,-5.861,1,0.204,0.0612,0.0,0.1,0.258,120.018,103993.0,1
Decemba (Remix),Divine Council,40,5KpQuDLGm8iN2yyyMg2u9k,Council World,2016-12-02,114,3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.779,0.801,7,-4.939,1,0.282,0.193,0.0,0.109,0.533,146.881,228550.0,1
